Id,GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs
6239,66,23.0,6.4,2.4,5.2,44.6,0.5,1.0,18.0,1.1,1.6,65.5,0.6,1.8,2.3,3.3,0.7,0.2,1.9,1
3383,70,19.4,9.1,3.6,8.5,43.3,0.2,0.7,40.4,1.1,1.5,72.3,1.1,2.0,3.2,1.4,0.6,0.2,1.5,0
11857,53,21.1,9.8,4.2,9.8,43.2,0.7,2.2,42.6,1.2,1.5,84.3,1.1,2.0,3.1,1.6,0.6,0.3,1.3,1
2517,52,7.3,3.7,1.3,2.7,48.0,0.7,1.4,26.0,0.7,1.1,68.5,0.4,0.7,1.2,0.4,0.3,-0.9,0.5,0
11762,63,20.3,7.6,3.0,6.3,49.3,0.3,0.8,3.9,1.2,1.8,72.4,0.9,3.0,4.0,1.7,0.8,0.2,1.2,1
6183,59,10.8,3.4,1.1,2.6,41.4,0.6,1.7,41.1,0.7,1.0,76.1,0.1,0.5,0.7,2.7,0.5,-0.1,0.7,1
9352,70,14.3,5.5,2.8,4.4,61.3,-0.5,-1.6,-8.5,0.6,1.2,52.6,2.4,3.3,5.7,0.3,0.3,0.4,0.6,1
5514,59,11.3,2.6,1.1,2.6,45.2,0.5,1.2,14.1,0.2,0.3,78.9,0.2,0.6,0.8,1.3,0.3,0.1,0.8,1
2371,67,11.7,3.7,1.4,3.7,40.3,-0.2,-0.5,21.5,0.6,1.0,66.8,0.4,1.4,1.8,1.3,0.5,0.2,1.2,1
6726,53,10.1,4.6,1.8,3.4,51.6,0.2,0.4,13.7,0.7,0.7,83.3,1.1,1.6,2.5,0.1,0.2,0.3,0.6,1
4304,69,18.8,9.5,3.6,7.9,44.0,0.2,1.1,17.2,2.1,2.9,70.2,0.4,1.3,1.8,1.9,0.6,0.1,1.5,1
9428,67,23.8,8.0,3.0,5.8,51.0,0.1,0.1,9.5,2.2,3.4,71.3,1.9,2.1,3.8,3.8,1.6,0.3,1.9,1
1144,55,23.3,7.9,2.9,7.7,36.3,0.9,2.7,29.4,1.1,1.5,78.1,0.4,2.3,2.6,2.7,0.7,0.1,1.7,0
11608,52,11.4,4.3,1.5,4.3,35.7,0.7,2.1,16.9,0.7,1.0,73.9,0.3,1.2,1.6,1.5,0.3,0.1,1.1,1
4994,60,17.1,9.3,4.1,8.1,49.7,-0.1,-0.5,15.0,1.3,1.7,72.3,2.6,2.5,4.8,0.5,0.4,0.3,1.0,1
4109,43,17.5,6.7,2.7,5.6,47.7,0.2,0.6,8.7,1.1,1.6,66.3,1.1,2.7,3.6,0.7,0.4,0.5,0.7,1
7744,71,19.2,6.4,2.6,4.4,59.3,0.2,0.4,16.2,1.0,1.5,73.2,0.9,2.4,3.2,1.6,0.7,0.2,1.2,1
11396,56,13.2,4.9,1.7,3.9,42.8,-0.1,-0.2,1.7,1.2,1.6,74.5,1.0,2.8,3.8,0.5,0.4,0.7,0.8,1
8946,64,17.8,9.5,3.5,8.8,38.6,-0.3,-0.3,22.0,2.6,3.8,75.7,1.0,1.3,2.3,2.5,0.8,0.2,2.0,1
13056,30,3.3,0.9,0.4,1.0,35.0,-0.2,-0.5,13.1,0.1,0.2,64.2,0.1,0.2,0.4,0.1,0.1,-0.9,0.2,0
174,67,21.3,8.5,2.9,6.4,45.6,0.7,1.9,36.4,2.2,3.0,65.5,0.8,1.8,2.8,0.8,0.5,0.3,1.1,1
5889,36,20.6,8.5,3.4,8.1,42.1,0.7,2.1,13.0,1.2,1.9,67.6,1.0,1.5,2.6,1.1,0.7,0.3,1.1,1
1889,29,4.4,1.2,0.5,1.4,40.0,-0.6,-1.3,4.8,0.2,0.4,44.6,0.3,0.6,1.0,0.0,0.0,0.3,0.2,1
3583,91,23.2,5.4,2.4,4.2,53.5,-0.1,-0.3,-5.2,1.2,2.2,54.0,1.9,2.7,4.7,1.4,0.7,0.3,1.0,1
11597,88,33.6,14.4,5.8,11.1,53.6,0.3,0.8,26.1,2.1,3.2,71.2,2.3,6.8,8.9,1.3,1.1,3.4,2.0,1
13217,37,13.5,2.7,1.0,2.8,35.3,0.8,2.6,43.4,0.3,0.4,68.5,0.1,0.8,1.1,1.5,0.7,-0.1,0.5,0
2839,87,29.3,13.3,5.2,9.6,55.6,0.2,0.5,23.5,3.0,4.2,72.5,2.2,3.2,5.4,1.8,1.1,0.2,2.3,1
7691,80,26.5,12.7,4.8,9.4,51.3,0.4,1.2,23.0,3.1,4.0,85.3,1.3,1.8,3.2,2.2,1.2,0.1,1.7,1
2643,49,7.5,2.5,0.9,2.5,38.1,-0.5,-1.3,16.9,0.9,1.6,50.5,0.4,0.5,0.9,0.9,0.3,0.2,0.7,1
1544,74,24.8,10.8,4.1,9.2,44.4,0.5,1.5,-15.3,2.1,2.7,79.3,0.8,1.7,2.5,3.0,1.1,0.2,2.9,1
440,51,10.3,2.9,1.3,2.3,53.5,0.4,1.1,23.1,0.3,0.5,57.5,0.8,0.9,1.6,0.2,0.2,0.3,0.3,0
3418,65,29.3,12.8,5.4,11.0,48.8,0.1,0.3,21.1,2.3,4.2,49.7,1.9,4.5,6.1,1.4,0.8,0.6,2.0,1
5035,60,16.0,6.9,2.7,6.3,41.4,0.2,0.6,21.3,1.6,2.0,75.1,0.8,2.2,3.1,1.2,0.5,0.3,1.2,1
237,89,40.2,11.8,4.4,12.0,35.7,0.9,2.8,63.7,1.7,2.2,83.6,0.7,2.3,3.2,7.9,1.5,0.1,1.9,0
12753,76,25.3,6.5,2.5,4.7,49.0,0.1,0.2,16.4,1.8,2.5,74.4,0.6,2.2,2.9,2.1,0.7,0.2,1.2,1
664,54,12.8,5.6,1.9,5.5,35.8,0.6,1.8,40.1,1.0,0.9,108.6,0.3,0.6,0.9,2.4,0.6,-0.6,0.6,1
5023,73,32.6,9.2,3.4,7.9,45.2,0.4,1.6,15.4,2.0,3.0,66.1,1.1,2.6,3.6,2.5,0.9,0.3,2.0,1
7818,69,16.7,5.8,2.5,6.2,41.6,-0.8,-1.9,7.1,1.2,1.8,64.1,2.7,4.1,6.5,0.1,0.7,6.3,1.3,1
2862,60,28.2,10.6,4.0,9.2,46.1,0.3,1.0,26.0,2.0,2.5,82.0,2.0,3.5,5.2,1.5,0.8,1.9,2.3,1
2724,70,19.8,7.6,2.5,5.9,42.9,0.6,1.4,26.8,1.5,2.0,82.6,0.2,1.4,1.4,1.4,0.4,-0.0,0.9,1
8137,68,18.7,7.4,2.6,6.0,44.2,0.0,0.4,14.6,2.7,3.7,71.7,2.2,2.6,4.7,0.2,0.7,0.3,1.0,1
10015,39,9.3,2.7,1.0,2.0,47.8,-0.4,-0.9,20.3,1.0,1.5,68.7,0.5,1.3,1.7,1.0,0.3,0.1,0.9,1
6970,65,27.1,8.7,2.8,5.2,51.4,0.6,1.5,18.6,2.0,2.2,85.4,0.9,3.8,4.7,2.5,0.8,0.3,1.5,1
6467,40,9.6,2.5,0.9,2.3,40.6,0.8,1.9,43.2,0.2,0.3,66.5,0.6,1.6,2.1,0.6,0.3,0.2,0.5,1
12410,74,15.8,8.1,3.0,7.1,41.2,0.1,0.4,27.7,2.1,2.9,74.5,0.8,1.0,1.7,1.9,0.5,0.1,1.7,1
10984,40,33.2,10.1,3.7,8.4,45.5,0.7,1.9,18.7,1.8,2.3,72.0,1.2,3.0,4.3,2.5,1.0,0.2,2.3,1
3598,44,14.6,5.3,2.0,4.5,44.0,0.3,0.9,12.5,0.7,0.9,80.7,1.3,2.0,3.1,0.6,0.4,0.4,0.5,1
1251,37,11.6,3.0,1.3,3.0,42.9,-0.1,-0.0,17.0,0.3,0.4,72.2,0.7,1.5,2.0,0.9,0.3,0.1,0.8,1
12993,79,10.4,3.6,1.4,3.6,39.5,0.3,0.8,48.1,0.5,0.6,72.5,0.3,1.0,1.2,0.9,0.2,-0.1,0.7,1
2056,77,21.2,4.7,2.0,3.7,51.4,0.2,0.5,31.2,0.6,0.8,68.2,1.1,3.0,4.2,1.0,0.5,0.3,0.7,1
4298,58,21.3,11.1,4.4,9.3,47.6,0.5,1.6,11.1,2.1,2.5,78.5,0.6,2.1,2.8,1.1,0.7,0.1,0.8,1
5825,77,32.5,8.4,3.3,5.7,57.1,0.3,0.8,28.3,1.6,2.5,65.3,1.9,4.3,5.9,1.9,0.8,1.5,1.3,1
11412,53,11.9,4.4,1.6,3.8,43.7,0.0,0.4,8.0,1.2,1.6,72.6,0.3,1.0,1.5,0.3,0.2,0.2,0.7,1
12963,76,25.8,8.9,3.4,6.5,51.1,0.2,0.7,2.3,2.2,2.5,98.4,1.3,2.0,3.3,2.8,0.9,0.2,2.1,1
9615,62,21.4,10.3,3.8,9.1,41.0,0.2,0.7,12.6,2.4,3.9,60.6,1.2,2.5,4.0,2.3,0.8,0.6,2.1,0
12421,86,44.3,16.9,6.7,14.2,47.4,0.3,1.0,21.3,2.9,3.8,82.8,1.8,3.5,5.2,7.0,2.9,0.4,2.5,1
9606,93,20.3,6.7,3.0,7.0,41.7,-0.3,-0.7,9.0,1.4,2.0,75.9,1.3,1.8,3.1,1.7,0.9,0.2,1.3,1
10848,65,11.7,3.4,1.2,3.0,40.4,0.5,1.5,26.1,0.7,0.9,69.6,0.4,0.8,1.2,0.8,0.4,-0.2,0.5,1
7933,70,16.9,6.4,2.8,6.9,39.4,0.2,0.6,4.3,0.8,1.2,65.2,1.7,2.1,4.0,0.5,0.7,0.4,0.9,1
2767,62,12.9,5.6,2.3,4.6,47.8,-0.2,-0.3,-4.8,0.9,1.6,51.6,0.8,1.4,2.4,0.6,0.2,0.0,1.5,1
11652,56,14.2,6.2,2.6,4.9,50.9,0.3,0.8,17.8,0.7,1.3,59.4,1.9,3.0,5.1,0.2,0.2,0.5,0.6,0
12039,69,15.0,7.0,2.4,5.6,42.8,0.9,2.4,25.1,1.2,1.4,83.7,0.9,1.0,2.0,0.8,0.6,-0.4,1.1,1
1682,82,10.0,3.1,1.2,2.4,49.5,0.1,0.4,2.3,0.8,1.0,77.0,1.0,1.6,2.6,0.1,0.1,0.2,0.3,1
2171,52,7.1,3.7,1.5,3.6,41.1,0.4,1.2,14.1,0.5,0.7,69.4,0.4,0.7,1.1,0.3,0.4,0.1,0.5,1
3055,68,16.7,8.2,2.9,6.5,46.6,0.6,1.9,32.5,1.9,2.0,92.4,0.7,1.6,2.3,2.1,0.8,-0.1,1.4,1
8042,24,7.2,1.5,0.6,1.5,42.7,0.3,0.8,28.7,0.1,0.2,73.0,0.1,0.5,0.5,0.4,0.3,-0.2,0.3,0
11053,53,13.2,6.5,2.5,6.0,42.1,-0.1,-0.1,-11.7,1.7,2.6,65.6,1.1,1.3,2.4,1.2,0.7,0.2,1.4,1
13678,62,19.1,7.5,2.8,5.3,50.1,0.1,-0.0,31.9,2.5,4.4,60.2,1.5,1.6,3.1,0.8,0.6,0.6,1.7,1
11322,97,32.0,16.4,6.1,13.7,46.2,0.5,1.6,29.8,3.4,3.8,82.8,1.1,2.2,3.4,2.2,1.0,0.3,2.3,1
7998,53,19.3,5.8,2.2,4.3,50.0,0.6,1.5,21.8,0.9,1.3,71.1,1.7,3.5,4.9,0.4,0.2,0.0,0.6,0
4172,52,13.5,8.8,3.0,7.4,40.7,0.7,1.9,23.1,1.9,2.6,73.6,0.1,0.9,1.0,2.5,0.5,-0.0,1.4,1
3897,44,16.0,6.4,2.4,5.0,48.1,0.9,2.6,35.6,0.7,1.2,58.4,1.5,3.7,5.3,1.0,0.4,0.7,0.9,1
8257,40,15.1,6.7,2.3,4.2,53.9,0.4,0.8,30.6,1.7,2.1,79.4,1.7,2.9,4.7,0.1,0.2,0.6,0.5,0
4721,39,8.2,4.6,1.7,3.7,44.9,0.7,2.0,48.1,0.6,0.6,87.1,0.2,0.6,0.8,0.8,0.2,0.1,0.4,0
4273,68,26.5,12.9,5.0,10.2,48.7,-0.3,-0.6,4.2,3.0,4.0,71.5,1.8,2.8,4.7,2.4,1.0,0.3,2.0,1
2335,72,14.8,6.0,2.8,4.6,61.6,0.4,1.2,13.8,0.4,0.7,63.2,1.4,1.7,2.8,0.3,0.3,0.1,0.3,1
9573,72,24.9,9.0,3.5,6.4,54.2,-0.2,-0.7,13.2,2.1,3.5,58.1,2.6,3.0,5.7,0.9,0.4,0.4,1.4,1
412,81,34.6,13.6,5.4,11.6,44.7,0.0,0.3,29.6,2.4,2.9,89.9,1.5,3.9,5.6,7.2,1.8,0.0,2.7,1
6599,85,22.2,8.8,3.3,6.8,48.9,0.2,0.6,16.5,1.8,2.8,67.6,1.6,2.0,3.6,1.7,0.8,0.3,1.7,1
5788,61,18.4,9.0,3.8,7.6,47.8,-0.2,-0.1,3.3,1.9,3.1,64.6,1.8,2.3,4.1,1.5,0.6,0.3,1.7,0
12745,76,21.2,9.9,3.6,8.0,45.2,0.1,0.2,3.1,2.4,3.7,64.1,0.9,4.0,4.9,2.3,0.8,0.3,2.4,1
31,64,22.5,8.6,3.5,8.4,40.0,0.2,0.7,7.9,1.1,1.6,72.8,1.4,2.8,4.2,1.6,0.4,0.3,1.5,1
9430,98,29.5,13.5,5.2,10.2,50.1,0.3,0.6,29.3,2.5,3.4,73.4,2.4,3.7,6.1,1.0,0.7,0.9,1.3,1
11161,52,13.6,2.5,0.9,2.0,44.8,0.3,1.0,28.8,0.4,0.6,67.0,0.2,1.1,1.3,1.9,0.8,-0.1,0.6,0
9523,49,25.0,9.3,3.6,7.8,46.2,0.2,0.5,11.9,2.3,3.2,74.9,1.2,2.1,3.3,2.0,1.0,0.2,1.6,1
831,75,40.6,19.5,7.5,15.9,50.2,0.9,2.8,32.5,2.9,4.3,64.7,2.4,5.1,7.8,2.7,1.9,0.8,3.0,1
1442,52,19.0,11.9,4.3,9.9,41.7,0.6,2.1,57.8,2.4,3.1,79.9,0.2,0.8,1.0,3.7,1.1,-0.2,2.8,1
5201,49,9.4,1.9,0.7,1.8,39.0,0.0,0.2,11.7,0.6,0.8,79.1,0.4,1.0,1.5,1.3,0.5,0.1,1.1,1
12462,39,16.6,5.0,2.0,4.3,48.3,0.2,0.9,16.6,0.9,1.3,67.2,1.3,3.7,4.6,0.6,0.6,0.8,1.2,0
2418,67,19.1,6.7,2.4,6.3,38.9,0.9,2.5,37.7,0.7,0.8,84.0,0.2,2.2,2.0,2.1,0.3,0.2,1.4,1
9754,47,6.4,1.8,0.7,2.4,32.0,-0.7,-1.8,8.7,0.3,0.3,78.9,0.2,0.4,0.7,0.1,0.1,-0.0,0.2,1
780,42,27.0,9.6,3.7,9.6,35.7,0.6,1.8,32.0,1.7,2.1,73.7,1.7,3.7,5.1,2.0,1.1,0.5,1.5,1
129,59,12.3,4.7,2.0,4.2,44.8,-0.4,-1.1,-24.2,0.9,1.5,54.2,1.2,2.2,3.3,2.4,0.5,0.2,1.1,1
12301,43,10.6,1.9,0.8,2.5,36.9,0.3,0.7,34.5,0.1,0.2,57.5,0.5,1.1,1.6,0.3,0.2,0.3,0.4,1
11191,55,29.2,11.2,3.8,11.5,30.6,0.9,2.6,35.5,2.1,2.9,70.6,0.9,2.6,3.7,2.9,1.0,0.5,2.2,1
3750,61,21.8,9.4,2.9,6.9,41.8,0.8,2.1,36.6,2.9,3.7,87.2,0.7,1.2,2.1,1.9,0.4,0.3,1.0,1
8860,85,26.3,12.1,5.5,10.2,54.8,-0.0,-0.3,15.4,1.9,2.6,77.5,1.2,2.8,3.8,1.4,0.5,0.7,1.5,0
835,82,11.3,4.3,1.7,4.7,38.5,-0.1,-0.1,-2.8,0.7,0.9,70.6,0.6,1.5,2.1,0.4,0.3,0.2,1.1,0
3849,44,11.9,5.4,2.1,3.9,51.7,0.1,0.1,-1.2,1.4,2.4,65.4,2.4,2.5,4.8,0.3,0.2,0.5,1.0,1
10302,37,7.3,2.4,0.9,2.0,47.9,-0.1,-0.2,16.0,0.4,0.9,60.4,0.6,1.6,2.3,0.1,0.3,0.4,0.5,0
4498,79,29.1,11.0,4.5,8.6,53.9,-0.0,0.4,1.8,2.0,3.7,39.7,3.1,4.2,7.2,2.3,0.8,0.7,2.2,1
6997,87,34.7,15.9,5.8,12.9,44.3,0.8,2.3,30.5,3.4,4.1,90.6,1.8,3.4,5.3,4.2,1.0,0.3,2.7,1
723,34,16.4,5.1,2.1,5.1,41.5,0.3,1.3,15.3,0.8,1.2,64.1,0.8,1.2,2.1,1.8,0.6,0.3,1.2,1
760,47,6.8,1.8,0.7,1.8,37.9,-0.1,-0.2,22.5,0.3,0.6,49.6,0.9,1.3,2.1,0.2,0.2,0.0,0.4,1
1065,82,31.1,13.1,4.6,8.8,54.0,0.1,0.5,-2.7,4.7,6.8,64.5,3.4,4.9,8.2,0.8,1.0,1.2,2.0,1
2588,40,8.5,2.0,0.8,2.0,41.7,0.0,-0.3,24.5,0.3,0.4,65.2,0.3,1.1,1.4,0.7,0.3,0.0,0.5,1
10823,91,36.1,12.6,4.8,10.5,46.0,0.5,1.8,41.7,1.9,2.6,69.0,2.3,6.2,8.3,1.2,1.0,0.7,1.9,1
11122,37,11.1,3.9,1.4,3.5,38.1,0.2,0.7,30.7,1.1,1.5,77.8,0.2,1.1,1.1,1.8,0.2,0.2,1.3,0
8623,45,16.9,8.3,3.1,7.5,42.1,0.4,1.2,37.9,1.6,2.1,75.1,1.1,1.3,2.4,1.1,0.6,0.0,1.1,0
1147,34,9.4,2.8,1.1,2.8,38.3,0.3,0.8,9.5,0.5,1.0,56.5,0.5,1.0,1.4,1.5,0.2,-0.4,0.8,1
8129,39,28.9,15.3,5.9,13.7,42.2,0.0,0.3,24.1,3.0,4.3,64.6,2.3,4.5,6.9,0.5,0.5,0.7,1.8,1
5214,44,21.6,10.5,4.4,9.2,47.4,0.6,1.6,13.1,1.3,2.2,60.5,1.4,2.6,4.0,0.7,0.3,0.4,1.1,1
9894,97,31.3,11.3,4.5,9.3,47.0,0.9,2.3,55.3,1.5,2.1,70.7,1.2,4.7,6.1,3.6,1.2,0.5,1.5,1
2023,76,24.0,8.9,3.0,6.7,47.2,0.4,1.3,23.5,2.4,3.7,67.1,1.2,3.6,5.0,1.3,0.6,0.4,1.5,1
4474,39,17.6,9.2,4.1,8.9,43.2,0.5,1.5,42.2,0.8,1.1,75.6,0.6,1.0,1.6,3.4,1.0,0.1,1.9,0
11276,52,15.4,4.6,1.8,4.7,40.5,0.5,1.2,21.2,0.6,1.0,65.0,1.6,2.3,4.0,0.4,0.4,0.3,0.8,0
12883,32,11.0,4.1,1.4,2.8,46.0,-0.1,-0.6,8.2,1.7,2.7,61.9,1.1,1.4,2.3,0.6,0.5,0.5,0.8,1
10761,68,27.4,12.8,5.4,12.5,40.7,0.4,1.2,30.4,2.8,3.3,79.4,0.7,2.1,2.6,3.0,1.1,0.3,1.9,1
11471,56,21.9,7.5,2.8,5.5,52.1,0.5,1.5,12.4,1.3,1.9,70.1,1.6,4.3,6.3,1.5,1.0,1.7,1.3,1
6342,53,28.6,9.1,3.4,8.3,41.4,1.0,2.8,49.1,1.6,2.4,72.9,0.6,2.2,2.7,1.6,0.7,0.3,1.4,0
10180,43,8.5,4.7,1.7,3.7,45.4,0.1,0.4,1.6,1.3,1.9,72.6,0.5,0.9,1.5,0.9,0.4,0.3,1.2,1
4830,60,16.3,4.2,1.7,3.6,44.9,0.2,0.6,51.9,0.7,1.0,67.8,0.6,2.2,2.8,0.9,0.6,-0.1,0.6,1
13413,42,6.9,1.8,0.7,1.6,47.3,-0.4,-0.6,-9.1,0.6,0.8,65.9,0.5,0.7,1.1,0.7,0.4,0.2,0.5,1
9018,57,16.3,3.6,1.2,3.8,34.5,0.2,0.8,14.5,0.9,0.9,82.5,0.5,2.4,2.7,1.1,0.4,0.2,1.1,1
3833,33,7.6,2.7,0.9,2.4,39.1,0.4,1.2,9.8,1.0,1.4,69.1,0.2,0.5,0.8,0.7,0.9,-0.5,0.7,1
11856,59,11.5,3.9,1.4,2.7,51.0,0.1,0.2,-4.6,0.8,1.6,56.4,2.2,2.1,4.2,0.3,0.4,0.4,0.6,1
12379,78,13.1,3.9,1.5,3.6,42.1,0.7,1.7,21.8,0.6,0.9,67.9,0.3,1.1,1.3,2.8,0.8,0.3,1.7,1
7942,19,9.8,2.4,0.9,2.1,44.4,0.4,1.2,6.7,0.3,0.4,60.5,0.2,1.4,1.5,0.7,0.2,0.1,0.8,1
11755,39,14.2,4.7,2.1,4.3,47.3,0.4,1.3,48.6,0.5,0.9,70.3,0.3,0.6,1.1,2.0,1.4,0.0,0.7,1
8203,52,14.2,4.7,2.0,4.1,48.6,-0.0,0.0,11.9,1.0,1.2,79.5,0.2,1.8,1.9,0.7,0.3,-0.1,0.9,0
4272,67,10.0,5.1,1.9,4.9,39.0,0.4,1.3,5.6,1.0,1.5,66.4,0.7,1.4,2.1,0.4,0.4,0.2,0.8,1
7028,58,27.4,12.0,4.7,11.3,43.4,0.6,1.7,16.0,1.9,3.1,59.3,1.8,4.6,6.9,1.4,0.5,0.4,1.5,1
741,70,14.9,7.4,3.2,5.7,52.9,-0.3,-0.8,26.2,1.4,2.3,63.2,2.2,2.6,4.6,0.2,0.5,0.5,0.8,1
7149,21,13.5,4.5,1.9,5.7,33.5,1.2,3.8,34.1,0.2,0.3,77.1,0.1,0.5,0.6,2.0,0.5,-0.0,0.8,0
8071,19,7.0,2.8,1.0,2.2,45.7,-0.5,-1.4,18.7,0.8,1.2,69.3,0.8,1.2,1.8,0.3,0.4,0.3,0.6,1
12385,74,25.7,14.4,6.0,13.2,46.4,0.4,0.9,16.1,2.1,2.8,76.5,1.0,3.7,5.2,0.6,0.2,0.2,1.2,1
7442,79,20.0,7.1,2.9,5.4,53.8,-0.2,-1.0,-13.1,1.6,2.6,65.9,3.9,4.3,8.5,0.4,0.4,0.5,0.8,1
6635,56,29.0,14.5,5.7,12.8,44.1,0.4,1.1,15.2,2.2,3.0,78.5,0.7,2.4,3.2,2.8,1.1,0.1,2.3,1
5616,80,26.6,8.8,3.5,6.9,50.1,-0.1,-0.4,28.1,1.8,2.8,64.9,2.3,3.7,6.0,1.1,1.0,0.2,1.6,1
13701,73,15.1,3.5,1.1,3.4,33.4,0.8,2.4,26.1,0.9,1.2,66.8,0.5,1.3,1.9,0.8,0.5,0.1,0.7,1
788,53,20.1,7.4,2.9,7.5,37.7,0.5,1.6,25.2,1.2,1.8,61.9,0.4,1.3,1.7,4.0,1.5,0.2,1.9,1
8241,75,19.9,5.5,2.2,5.5,39.1,-0.0,0.0,10.2,1.4,2.5,63.3,1.9,2.4,4.3,2.5,1.1,0.3,1.3,1
5024,63,25.9,9.8,4.2,8.1,53.0,0.1,0.5,16.4,1.6,2.5,61.1,1.0,2.0,2.9,2.7,0.7,0.2,2.0,1
13654,74,13.5,9.3,2.8,7.3,38.5,0.6,1.9,32.3,3.5,4.1,90.8,0.3,0.6,1.0,4.3,1.2,-0.3,2.6,1
2373,31,11.1,2.4,0.9,2.9,30.0,0.8,2.8,16.0,0.4,0.3,90.4,0.1,0.5,0.6,1.7,0.7,0.1,0.6,1
9602,64,13.5,6.0,2.1,4.0,52.5,0.0,0.2,-1.3,1.9,2.2,85.2,1.3,2.0,3.1,0.2,0.3,0.3,0.5,1
5608,73,29.2,16.0,6.0,14.6,42.8,0.8,2.2,22.3,2.9,3.7,82.1,1.4,4.4,5.9,2.6,0.9,1.0,3.2,1
13050,76,28.9,11.6,4.7,10.3,44.4,0.8,2.2,-0.8,1.4,1.6,76.0,1.3,4.6,6.0,0.8,0.6,0.2,1.0,1
12915,75,26.5,12.1,4.5,9.8,43.1,1.1,3.0,39.7,1.9,2.8,66.2,1.3,2.3,3.4,3.9,1.7,-0.0,1.5,1
6902,75,28.7,10.1,3.6,9.9,34.6,1.1,3.5,39.5,1.4,1.9,75.6,0.0,1.0,0.9,5.2,2.0,-0.0,3.1,1
13709,53,9.9,5.1,1.6,4.6,35.7,0.4,1.5,27.1,1.4,2.2,61.0,0.8,1.0,1.7,0.7,0.3,0.2,0.7,1
11179,80,22.0,6.7,2.6,5.5,46.7,0.4,1.0,6.7,1.2,2.0,70.5,1.5,2.7,4.0,1.5,0.6,0.4,1.8,1
1042,76,30.5,13.9,5.0,10.1,49.1,0.2,0.9,37.8,3.3,4.6,73.6,1.3,4.8,5.9,4.6,1.0,0.3,2.6,0
6072,88,32.9,14.6,5.6,13.1,42.0,0.5,1.6,32.6,2.3,2.9,82.7,2.2,4.4,6.6,2.2,0.8,0.1,1.9,1
12276,77,18.4,6.8,2.5,6.1,39.6,0.4,1.2,11.0,1.7,1.9,82.1,0.5,2.0,2.4,4.5,0.6,0.1,1.6,1
12419,59,17.7,9.0,3.3,7.3,43.5,0.3,1.1,17.3,2.1,2.7,76.1,0.9,1.9,2.8,1.8,0.6,0.3,1.8,1
3653,16,4.9,1.4,0.6,1.4,41.9,-0.4,-1.2,-4.4,0.2,0.3,55.9,0.5,0.3,0.7,0.5,0.2,0.1,0.4,0
1067,85,32.5,14.0,5.4,11.2,49.2,0.0,0.2,-15.9,2.6,4.3,59.2,3.0,4.3,7.9,2.7,1.0,0.2,2.3,1
2887,47,15.6,4.4,1.8,5.1,35.7,0.2,1.0,18.5,0.6,1.0,70.2,0.6,1.9,2.6,1.5,0.5,0.3,0.9,1
2968,53,15.5,5.3,2.0,5.4,38.8,0.3,0.9,21.9,1.0,1.2,69.0,1.0,1.4,2.4,0.8,0.5,0.3,0.8,0
4885,89,19.7,9.0,3.2,6.9,46.7,-0.2,-0.1,16.9,3.0,3.2,99.9,1.4,1.7,2.9,2.5,0.9,0.3,1.3,1
4070,40,14.3,4.8,1.6,3.7,41.6,0.7,2.0,29.4,1.1,1.1,91.2,0.5,1.1,1.6,0.7,0.8,0.1,0.5,0
3806,91,46.6,24.5,9.1,21.1,44.8,0.8,2.3,39.4,5.0,7.0,68.5,1.5,4.1,5.7,5.2,1.8,0.7,5.1,1
2446,85,13.9,5.3,1.7,4.6,36.9,0.4,1.4,28.4,1.9,2.8,66.0,0.8,1.0,1.8,2.2,0.8,0.1,1.6,1
2632,73,16.7,7.8,3.0,5.4,54.0,-0.3,-0.4,6.4,2.1,2.8,69.9,1.0,2.1,3.1,1.3,0.5,0.6,1.5,1
13179,75,27.0,9.4,3.7,7.1,52.7,0.1,0.2,5.8,2.4,3.6,66.0,3.3,4.5,7.9,0.6,0.9,2.6,1.4,1
9677,39,5.4,1.7,0.6,1.5,40.2,-0.2,-0.2,2.1,0.6,0.9,66.9,0.2,0.5,0.8,0.2,0.2,0.1,0.7,1
13111,101,32.5,13.0,4.8,9.6,51.6,0.4,1.0,16.2,2.6,3.9,68.2,1.2,3.4,4.8,4.3,1.5,0.4,1.9,1
10181,72,15.1,6.7,2.6,5.8,43.7,0.4,1.1,12.9,1.0,1.4,77.8,1.3,2.0,3.4,0.4,0.4,0.2,1.2,1
6630,50,15.4,5.1,1.7,4.6,37.6,0.8,2.2,18.1,1.1,1.7,64.8,0.3,0.9,1.2,1.9,0.4,0.0,0.9,1
6543,96,22.3,9.5,3.9,9.4,38.7,-0.1,0.2,29.9,1.7,2.9,53.7,1.8,2.2,3.6,3.1,0.9,0.1,2.2,1
8046,48,15.9,7.6,2.9,6.7,40.9,0.3,1.1,20.9,1.3,2.2,65.7,0.4,0.9,1.2,4.9,0.7,-0.3,2.2,0
10307,59,14.4,4.6,1.9,3.6,52.4,0.4,0.6,23.3,0.6,0.8,69.3,0.6,1.2,1.7,1.1,0.3,0.3,0.8,1
5372,76,24.7,10.1,4.2,7.4,55.5,-0.1,-0.6,10.2,1.7,2.9,64.1,2.7,6.5,9.2,1.3,0.3,1.7,1.2,1
